region,year,units,value,scenario
TUR,2005,ug/m3,12.16957445,SSP3
TWN,2005,ug/m3,14.34951457,SSP3
UKR,2005,ug/m3,5.199754433,SSP3
USA,2005,ug/m3,9.160467607,SSP3
VNM,2005,ug/m3,28.42281546,SSP3
WAF,2005,ug/m3,32.52093665,SSP3
ARG,2010,ug/m3,6.028033103,SSP3
AUS,2010,ug/m3,5.76082246,SSP3
AUT,2010,ug/m3,8.617883142,SSP3
BGR,2010,ug/m3,10.86787528,SSP3
BLX,2010,ug/m3,8.788059842,SSP3
BRA,2010,ug/m3,5.7817593,SSP3
CAN,2010,ug/m3,5.905187914,SSP3
CHE,2010,ug/m3,9.73354176,SSP3
CHL,2010,ug/m3,33.52650892,SSP3
CHN,2010,ug/m3,39.30643954,SSP3
COR,2010,ug/m3,18.24186979,SSP3
EAF,2010,ug/m3,13.77737153,SSP3
EGY,2010,ug/m3,38.73929891,SSP3
ESP,2010,ug/m3,7.151678148,SSP3
FIN,2010,ug/m3,4.361794358,SSP3
FRA,2010,ug/m3,8.970456972,SSP3
GBR,2010,ug/m3,5.407290032,SSP3
GOLF,2010,ug/m3,47.03608242,SSP3
GRC,2010,ug/m3,13.3110973,SSP3
HUN,2010,ug/m3,10.10015512,SSP3
IDN,2010,ug/m3,12.01622711,SSP3
ITA,2010,ug/m3,14.43955285,SSP3
JPN,2010,ug/m3,14.10877705,SSP3
KAZ,2010,ug/m3,14.19815384,SSP3
MEME,2010,ug/m3,22.75475675,SSP3
MEX,2010,ug/m3,8.232333787,SSP3
MON,2010,ug/m3,18.77615257,SSP3
MYS,2010,ug/m3,8.841407813,SSP3
NDE,2010,ug/m3,38.32877171,SSP3
NOA,2010,ug/m3,19.5380209,SSP3
NOR,2010,ug/m3,3.718966338,SSP3
NZL,2010,ug/m3,12.35064973,SSP3
PAC,2010,ug/m3,6.38061528,SSP3
PHL,2010,ug/m3,6.570035161,SSP3
POL,2010,ug/m3,6.894868535,SSP3
RCAM,2010,ug/m3,10.32036234,SSP3
RCEU,2010,ug/m3,12.24862974,SSP3
RCZ,2010,ug/m3,8.980961282,SSP3
RFA,2010,ug/m3,9.637923071,SSP3
RIS,2010,ug/m3,36.2097047,SSP3
ROM,2010,ug/m3,9.550385088,SSP3
RSA,2010,ug/m3,12.65469557,SSP3
RSAM,2010,ug/m3,8.068421207,SSP3
RSAS,2010,ug/m3,38.96805042,SSP3
RSEA,2010,ug/m3,15.83794766,SSP3
RUE,2010,ug/m3,6.215969821,SSP3
RUS,2010,ug/m3,7.685889769,SSP3
SAF,2010,ug/m3,6.805969802,SSP3
SWE,2010,ug/m3,4.826304829,SSP3
THA,2010,ug/m3,17.09233174,SSP3
TUR,2010,ug/m3,13.07095036,SSP3
TWN,2010,ug/m3,13.50551812,SSP3
UKR,2010,ug/m3,6.116562743,SSP3
USA,2010,ug/m3,7.618739848,SSP3
VNM,2010,ug/m3,27.73244021,SSP3
WAF,2010,ug/m3,32.33324449,SSP3
ARG,2020,ug/m3,5.743583256,SSP3
AUS,2020,ug/m3,5.602695188,SSP3
AUT,2020,ug/m3,5.051112304,SSP3
BGR,2020,ug/m3,8.143392556,SSP3
BLX,2020,ug/m3,5.013954742,SSP3
BRA,2020,ug/m3,5.664214859,SSP3
CAN,2020,ug/m3,5.907592067,SSP3
CHE,2020,ug/m3,6.708421298,SSP3
CHL,2020,ug/m3,28.49873142,SSP3
CHN,2020,ug/m3,30.81129371,SSP3
COR,2020,ug/m3,14.23458686,SSP3
EAF,2020,ug/m3,13.72997432,SSP3
EGY,2020,ug/m3,40.17724008,SSP3
ESP,2020,ug/m3,4.850813345,SSP3
FIN,2020,ug/m3,3.414783787,SSP3
FRA,2020,ug/m3,4.998007247,SSP3
GBR,2020,ug/m3,2.937910597,SSP3
GOLF,2020,ug/m3,45.78269434,SSP3
GRC,2020,ug/m3,9.026619806,SSP3
HUN,2020,ug/m3,6.518410454,SSP3
IDN,2020,ug/m3,11.82642876,SSP3
ITA,2020,ug/m3,8.737243074,SSP3
JPN,2020,ug/m3,10.21818007,SSP3
KAZ,2020,ug/m3,13.66857941,SSP3
MEME,2020,ug/m3,20.1467553,SSP3
MEX,2020,ug/m3,8.505414754,SSP3
MON,2020,ug/m3,16.2706223,SSP3
MYS,2020,ug/m3,7.837313302,SSP3
NDE,2020,ug/m3,41.90456419,SSP3
NOA,2020,ug/m3,19.22724638,SSP3
NOR,2020,ug/m3,3.207803056,SSP3
NZL,2020,ug/m3,12.31081672,SSP3
PAC,2020,ug/m3,6.367614533,SSP3
PHL,2020,ug/m3,6.321038647,SSP3
POL,2020,ug/m3,4.552266295,SSP3
RCAM,2020,ug/m3,10.08685648,SSP3
RCEU,2020,ug/m3,8.293361999,SSP3
RCZ,2020,ug/m3,5.32994241,SSP3
RFA,2020,ug/m3,5.387848307,SSP3
RIS,2020,ug/m3,32.76659603,SSP3
ROM,2020,ug/m3,6.673248967,SSP3
RSA,2020,ug/m3,12.99152701,SSP3
RSAM,2020,ug/m3,6.805094249,SSP3
RSAS,2020,ug/m3,43.25251373,SSP3
RSEA,2020,ug/m3,15.38178664,SSP3
RUE,2020,ug/m3,6.141151297,SSP3
RUS,2020,ug/m3,7.325504376,SSP3
SAF,2020,ug/m3,6.909346332,SSP3
SWE,2020,ug/m3,3.077066152,SSP3
THA,2020,ug/m3,15.35199528,SSP3
TUR,2020,ug/m3,10.13526839,SSP3
TWN,2020,ug/m3,9.954481327,SSP3
UKR,2020,ug/m3,4.563029453,SSP3
USA,2020,ug/m3,6.108945448,SSP3
VNM,2020,ug/m3,25.27964342,SSP3
WAF,2020,ug/m3,32.56040243,SSP3
ARG,2030,ug/m3,5.342831102,SSP3
AUS,2030,ug/m3,5.493724656,SSP3
AUT,2030,ug/m3,4.8085189,SSP3
BGR,2030,ug/m3,7.297409651,SSP3
BLX,2030,ug/m3,4.171869887,SSP3
BRA,2030,ug/m3,5.589675594,SSP3
CAN,2030,ug/m3,6.13421012,SSP3
CHE,2030,ug/m3,9.820884877,SSP3
CHL,2030,ug/m3,27.73664389,SSP3
CHN,2030,ug/m3,27.19667257,SSP3
COR,2030,ug/m3,12.43052546,SSP3
EAF,2030,ug/m3,14.06728932,SSP3
EGY,2030,ug/m3,42.85192516,SSP3
ESP,2030,ug/m3,4.512532187,SSP3
FIN,2030,ug/m3,3.307646866,SSP3
FRA,2030,ug/m3,4.468080882,SSP3
GBR,2030,ug/m3,2.686816728,SSP3
GOLF,2030,ug/m3,43.42350473,SSP3
GRC,2030,ug/m3,7.948909159,SSP3
HUN,2030,ug/m3,5.640004358,SSP3
IDN,2030,ug/m3,11.58653148,SSP3
ITA,2030,ug/m3,7.809438428,SSP3
JPN,2030,ug/m3,9.576130693,SSP3
KAZ,2030,ug/m3,13.02374038,SSP3
MEME,2030,ug/m3,17.78176381,SSP3
MEX,2030,ug/m3,8.94217356,SSP3
MON,2030,ug/m3,14.86689301,SSP3
MYS,2030,ug/m3,7.619391008,SSP3
NDE,2030,ug/m3,45.74122225,SSP3
NOA,2030,ug/m3,19.94368448,SSP3
NOR,2030,ug/m3,4.298449372,SSP3
NZL,2030,ug/m3,12.27092278,SSP3
PAC,2030,ug/m3,6.349954598,SSP3
PHL,2030,ug/m3,6.283485438,SSP3
POL,2030,ug/m3,4.022973968,SSP3
RCAM,2030,ug/m3,9.865922252,SSP3
RCEU,2030,ug/m3,7.404002132,SSP3
RCZ,2030,ug/m3,4.565279518,SSP3
RFA,2030,ug/m3,4.416941653,SSP3
RIS,2030,ug/m3,30.49985472,SSP3
ROM,2030,ug/m3,5.841909926,SSP3
RSA,2030,ug/m3,12.13388375,SSP3
RSAM,2030,ug/m3,6.727527024,SSP3
RSAS,2030,ug/m3,45.21716156,SSP3
RSEA,2030,ug/m3,15.76555597,SSP3
RUE,2030,ug/m3,5.786040342,SSP3
RUS,2030,ug/m3,6.855688326,SSP3
SAF,2030,ug/m3,7.410902798,SSP3
SWE,2030,ug/m3,2.839032607,SSP3
THA,2030,ug/m3,15.15803251,SSP3
TUR,2030,ug/m3,9.024985068,SSP3
TWN,2030,ug/m3,8.259923267,SSP3
UKR,2030,ug/m3,4.151360346,SSP3
USA,2030,ug/m3,5.69299895,SSP3
VNM,2030,ug/m3,24.65335208,SSP3
WAF,2030,ug/m3,33.66775686,SSP3
ARG,2040,ug/m3,5.003485048,SSP3
AUS,2040,ug/m3,5.452166746,SSP3
AUT,2040,ug/m3,3.847536356,SSP3
BGR,2040,ug/m3,6.484630063,SSP3
BLX,2040,ug/m3,3.089323295,SSP3
BRA,2040,ug/m3,5.38852078,SSP3
CAN,2040,ug/m3,5.777304005,SSP3
CHE,2040,ug/m3,6.664578146,SSP3
CHL,2040,ug/m3,25.87211815,SSP3
CHN,2040,ug/m3,25.32829097,SSP3
COR,2040,ug/m3,11.52665169,SSP3
EAF,2040,ug/m3,14.33090272,SSP3
EGY,2040,ug/m3,46.51456772,SSP3
ESP,2040,ug/m3,4.257936832,SSP3
FIN,2040,ug/m3,2.98150706,SSP3
FRA,2040,ug/m3,3.695808942,SSP3
GBR,2040,ug/m3,2.351517072,SSP3
GOLF,2040,ug/m3,41.22015337,SSP3
GRC,2040,ug/m3,7.250611517,SSP3
HUN,2040,ug/m3,4.580998008,SSP3
IDN,2040,ug/m3,11.3236731,SSP3
ITA,2040,ug/m3,6.416957668,SSP3
JPN,2040,ug/m3,8.587567841,SSP3
KAZ,2040,ug/m3,12.44402966,SSP3
MEME,2040,ug/m3,15.74170564,SSP3
MEX,2040,ug/m3,8.859335831,SSP3
MON,2040,ug/m3,13.90345195,SSP3
MYS,2040,ug/m3,7.299863152,SSP3
NDE,2040,ug/m3,46.95723517,SSP3
NOA,2040,ug/m3,20.81690617,SSP3
NOR,2040,ug/m3,3.518508802,SSP3
NZL,2040,ug/m3,12.25456386,SSP3
PAC,2040,ug/m3,6.330549829,SSP3
PHL,2040,ug/m3,6.203912443,SSP3
POL,2040,ug/m3,3.315720709,SSP3
RCAM,2040,ug/m3,9.602677367,SSP3
RCEU,2040,ug/m3,6.503207185,SSP3
RCZ,2040,ug/m3,3.737050939,SSP3
RFA,2040,ug/m3,3.546997225,SSP3
RIS,2040,ug/m3,28.44780152,SSP3
ROM,2040,ug/m3,4.783404332,SSP3
RSA,2040,ug/m3,11.56460188,SSP3
RSAM,2040,ug/m3,7.287433153,SSP3
RSAS,2040,ug/m3,46.15856219,SSP3
RSEA,2040,ug/m3,15.74335946,SSP3
RUE,2040,ug/m3,5.400116047,SSP3
RUS,2040,ug/m3,6.23494063,SSP3
SAF,2040,ug/m3,8.10354333,SSP3
SWE,2040,ug/m3,2.489315758,SSP3
THA,2040,ug/m3,14.79623558,SSP3
TUR,2040,ug/m3,8.094795638,SSP3
TWN,2040,ug/m3,7.332677983,SSP3
UKR,2040,ug/m3,3.402753439,SSP3
USA,2040,ug/m3,5.361149563,SSP3
VNM,2040,ug/m3,23.96057099,SSP3
WAF,2040,ug/m3,34.38776828,SSP3
ARG,2050,ug/m3,4.843548941,SSP3
AUS,2050,ug/m3,5.435708908,SSP3
AUT,2050,ug/m3,3.326478996,SSP3
BGR,2050,ug/m3,5.973622164,SSP3
BLX,2050,ug/m3,2.693686008,SSP3
BRA,2050,ug/m3,5.288115304,SSP3
CAN,2050,ug/m3,5.59552004,SSP3
CHE,2050,ug/m3,5.688377159,SSP3
CHL,2050,ug/m3,24.84887693,SSP3
CHN,2050,ug/m3,23.96947522,SSP3
COR,2050,ug/m3,10.80341323,SSP3
EAF,2050,ug/m3,14.67003162,SSP3
EGY,2050,ug/m3,48.62241564,SSP3
ESP,2050,ug/m3,4.153701686,SSP3
FIN,2050,ug/m3,2.805834314,SSP3
FRA,2050,ug/m3,3.373220094,SSP3
GBR,2050,ug/m3,2.209634308,SSP3
GOLF,2050,ug/m3,40.45161731,SSP3
GRC,2050,ug/m3,6.882261038,SSP3
HUN,2050,ug/m3,3.85812499,SSP3
IDN,2050,ug/m3,11.15420554,SSP3
ITA,2050,ug/m3,5.946567011,SSP3
JPN,2050,ug/m3,8.519098349,SSP3
KAZ,2050,ug/m3,12.09649283,SSP3
MEME,2050,ug/m3,14.98789433,SSP3
MEX,2050,ug/m3,8.425049814,SSP3
MON,2050,ug/m3,13.28870806,SSP3
MYS,2050,ug/m3,7.091664355,SSP3
NDE,2050,ug/m3,47.38678064,SSP3
NOA,2050,ug/m3,21.31230114,SSP3
NOR,2050,ug/m3,3.274194852,SSP3
NZL,2050,ug/m3,12.25033926,SSP3
PAC,2050,ug/m3,6.325334888,SSP3
PHL,2050,ug/m3,6.127083156,SSP3
POL,2050,ug/m3,2.844757999,SSP3
RCAM,2050,ug/m3,9.383986242,SSP3
RCEU,2050,ug/m3,5.987780674,SSP3
RCZ,2050,ug/m3,3.16499735,SSP3
RFA,2050,ug/m3,3.179579484,SSP3
RIS,2050,ug/m3,27.04150945,SSP3
ROM,2050,ug/m3,4.067896462,SSP3
RSA,2050,ug/m3,11.50642934,SSP3
RSAM,2050,ug/m3,7.188297919,SSP3
RSAS,2050,ug/m3,47.87049865,SSP3
RSEA,2050,ug/m3,15.61718138,SSP3
RUE,2050,ug/m3,5.167806583,SSP3
RUS,2050,ug/m3,5.906406977,SSP3
SAF,2050,ug/m3,9.192087221,SSP3
SWE,2050,ug/m3,2.342802874,SSP3
THA,2050,ug/m3,14.47472008,SSP3
TUR,2050,ug/m3,7.577009099,SSP3
TWN,2050,ug/m3,6.906094517,SSP3
UKR,2050,ug/m3,3.262808668,SSP3
USA,2050,ug/m3,5.235248554,SSP3
VNM,2050,ug/m3,23.22254064,SSP3
WAF,2050,ug/m3,34.98816283,SSP3
